"Code","Definition"
"U-2655","A METHOD OF TREATMENT OF ADVANCED OVARIAN, FALLOPIAN TUBE, OR PRIMARY PERITONEAL CANCER ASSOCIATED WITH HOMOLOGOUS RECOMBINATION DEFICIENCY (HRD) POSITIVE STATUS"
"U-2656","TREATMENT OF ADULT PATIENTS WITH ACTIVE PSORIATIC ARTHRITIS"
"U-2657","TREATMENT OF PATIENTS WITH MODERATE TO SEVERE PLAQUE PSORIASIS WHO ARE CANDIDATES FOR PHOTOTHERAPY OR SYSTEMIC THERAPY"
"U-2658","TREATMENT OF ADULT PATIENTS WITH ORAL ULCERS ASSOCIATED WITH BEHCET'S DISEASE"
"U-2659","TREATMENT OF ADULT PATIENTS WITH ORAL ULCERS ASSOCIATED WITH BEHCET'S DISEASE USING A DOSAGE TITRATION SCHEDULE"
"U-2660","TREATMENT OF H. PYLORI INFECTION IN ADULTS"
"U-2661","CHRONIC WEIGHT MANAGEMENT IN ADULT PATIENTS USING AN EXTENDED RELEASE TABLET CONTAINING LORCARSERIN HYDROCHLORIDE HEMIHYDRATE"
"U-2662","USE OF CALCIPOTRIENE FOAM FOR THE TOPICAL TREATMENT OF PLAQUE PSORIASIS IN PATIENTS AGED 4 YEARS AND OLDER"
"U-2663","USE IN SONOHYSTEROSALPINOGRAPHY TO ASSESS FALLOPIAN TUBE PATENCY"
"U-2664","TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY (DMD) IN PATIENTS HAVING A MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 51 SKIPPING BY INDUCING SKIPPING OF EXON 51"
"U-2665","TREATMENT OF CHRONIC GRAFT VERSUS HOST DISEASE AFTER FAILURE OF ONE OR MORE LINES OF SYSTEMIC THERAPY"
"U-2666","TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA"
"U-2667","TREATMENT OF ADULT PATIENTS WITH SMALL LYMPHOCYTIC LEUKEMIA"
"U-2668","TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED CHRONIC LYMPHOCYTIC LEUKEMIA IN COMBINATION WITH OBINUTUZUMAB"
"U-2669","TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED SMALL LYMPHOCYTIC LEUKEMIA IN COMBINATION WITH OBINUTUZUMAB"
"U-2670","TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA OR SMALL LYMPHOCYTIC LEUKEMIA"
"U-2671","TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED CHRONIC LYMPHOCYTIC LEUKEMIA OR SMALL LYMPHOCYTIC LEUKEMIA IN COMBINATION WITH OBINUTUZUMAB"
"U-2672","TREATMENT OF ACUTE HEPATIC PORPHYRIA"
"U-2673","TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY (DMD) IN PATIENTS HAVING A MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 51 SKIPPING BY CORRECTING A DEFECTIVE GENE FOR DYSTROPHIN"
"U-2674","TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY (DMD) IN PATIENTS HAVING A MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 51 SKIPPING BY RESTORING OR INCREASING FUNCTIONAL DYSTROPHIN PROTEIN PRODUCTION"
"U-2675","TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY (DMD) IN PATIENTS HAVING A CONFIRMED MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 53 SKIPPING"
"U-2676","TREATMENT OF SICKLE CELL DISEASE BY ADMINISTERING VOXELOTOR, AS RECITED IN CLAIM 1"
"U-2677","PROPHYLAXIS OF ORGAN REJECTION IN PATIENTS CONVERTED FROM TACROLIMUS IMMEDIATE-RELEASE FORMULATIONS"
"U-2678","PROPHYLAXIS OF ORGAN REJECTION IN DE NOVO TRANSPLANT PATIENT"
"U-2679","TREATING LOW BLOOD PRESSURE WITH ANGIOTENSIN II AT AN INITIAL RATE OF ABOUT 20 NG/KG/MIN AND TITRATING DOWN TO ACHIEVE AND/OR MAINTAIN A MAP OF ABOUT 65 MM HG OR ABOVE"
"U-2680","TREATING LOW BLOOD PRESSURE WITH ANGIOTENSIN II WITH AN INITIAL RATE OF ABOUT 5 NG/KG/MIN TO ABOUT 20 NG/KG/MIN IN A SUBJECT HAVING REFRACTORY HYPOTENSION OR SEVERE HYPOTENSION"
"U-2681","TREATING LOW BLOOD PRESSURE WITH ANGIOTENSIN II WITH AN INITIAL RATE OF ABOUT 5 NG/KG/MIN TO ABOUT 20 NG/KG/MIN IN A SUBJECT HAVING REFRACTORY HYPOTENSION OR SEVERE HYPOTENSION, AND TITRATING THE RATE UP"
"U-2682","TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA BY ADMINISTERING 100MG OF ACALABRUTINIB TWICE DAILY"
"U-2683","TREATMENT OF ADULT PATIENTS WITH SMALL LYMPHOCYTIC LEUKEMIA BY ADMINISTERING 100MG OF ACALABRUTINIB TWICE DAILY"
"U-2684","TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED CHRONIC LYMPHOCYTIC LEUKEMIA BY ADMINISTERING 100 MG OF ACALABRUTINIB TWICE DAILY IN COMBINATION WITH OBINUTUZUMAB"
"U-2685","TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED SMALL LYMPHOCYTIC LEUKEMIA BY ADMINISTERING 100 MG OF ACALABRUTINIB TWICE DAILY IN COMBINATION WITH OBINUTUZUMAB"
"U-2686","TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA OR SMALL LYMPHOCYTIC LEUKEMIA BY ADMINISTERING 100 MG OF ACALABRUTINIB TWICE DAILY"
"U-2687","TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED CHRONIC LYMPHOCYTIC LEUKEMIA OR SMALL LYMPHOCYTIC LEUKEMIA IN COMBINATION WITH OBINUTUZUMAB BY ADMINISTERING 100 MG OF ACALABRUTINIB TWICE DAILY"
"U-2688","USE OF VASCEPA TO LOWER TRIGLYCERIDES AND LDL-C IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON STATIN THERAPY"
"U-2689","USE OF VASCEPA TO TREAT MIXED DYSLIPIDEMIA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (>=150 MG/DL) AND ON STATIN THERAPY"
"U-2690","USE OF VASCEPA TO LOWER TRIGLYCERIDES IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON STATIN THERAPY"
"U-2691","USE OF VASCEPA TO TREAT HYPERTRIGLYCERIDEMIA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (>= 150 MG/DL) AND ON STATIN THERAPY"
"U-2692","USE OF VASCEPA TO REDUCE TRIGLYCERIDES IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (>= 150 MG/DL) AND ON STATIN THERAPY"
"U-2693","USE OF VASCEPA TO REDUCE TRIGLYCERIDES IN A MIXED DYSLIPIDEMIA ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (>= 150 MG/DL) AND ON STATIN THERAPY"
"U-2694","USE OF VASCEPA TO LOWER TRIGLYCERIDES IN A MIXED DYSLIPIDEMIA ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON STATIN THERAPY"
"U-2695","USE OF VASCEPA TO TREAT MIXED HYPERTRIGLYCERIDEMIA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (>= 150 MG/DL) AND ON STATIN THERAPY"
"U-2696","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CARDIOVASCULAR DEATH, CORONARY REVASCULARIZATION, AND UNSTABLE ANGINA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS (TG >= 150 MG/DL TO ABOUT 500 MG/DL)"
"U-2697","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CARDIOVASCULAR DEATH AND/OR UNSTABLE ANGINA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS (TG >= 150 MG/DL TO ABOUT 500 MG/DL)"
"U-2698","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CARDIOVASCULAR DEATH AND/OR CORONARY REVASCULARIZATION IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS (TG >= 150 MG/DL TO ABOUT 500 MG/DL)"
"U-2699","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF A CARDIOVASCULAR EVENT (CORONARY REVASCULARIZATION, UNSTABLE ANGINA, STROKE AND/OR MYOCARDIAL INFARCTION) IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS"
"U-2700","USE OF VASCEPA TO REDUCE TRIGLYCERIDES IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON ROSUVASTATIN THERAPY"
"U-2701","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CORONARY REVASCULARIZATION AND/OR UNSTABLE ANGINA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS (TG >= 150 MG/DL TO ABOUT 500 MG/DL)"
"U-2702","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF A CARDIOVASCULAR EVENT (CARDIOVASCULAR DEATH, CORONARY REVASCULARIZATION AND/OR UNSTABLE ANGINA) IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS"
"U-2703","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF A CV EVENT (CV DEATH, CORONARY REVASCULARIZATION, UNSTABLE ANGINA, STROKE AND/OR MYOCARDIAL INFARCTION) IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS AND DIABETES MELLITUS"
"U-2704","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF A CARDIOVASCULAR EVENT IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE LEVELS AND AT LEAST ONE RISK FACTOR FOR CARDIOVASCULAR DISEASE"
"U-2705","METHOD OF USING CAPSAICIN IN COMBINATION WITH A GEL COMPOSITION FOR REMOVAL OF CAPSAICIN FROM A TREATMENT AREA OR UNINTENDED AREA"
"U-2706","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF ONSET AND/OR RECURRENCE OF CARDIOVASCULAR EVENTS IN A PATIENT WHO HAS ESCAPED THE UNSTABLE PERIOD AFTER CARDIOVASCULAR ANGIOPLASTY"
"U-2707","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE OCCURRENCE OF A CARDIOVASCULAR EVENT IN AN ADULT PATIENT WITH HYPERCHOLESTEROLEMIA"
"U-2708","THE TREATMENT OF PATIENTS WITH METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER"
"U-2709","A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE INTOLERANCE TO ORAL IRON OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE"
"U-2710","A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE"
"U-2711","A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE INTOLERANCE TO ORAL IRON OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE 750 MG OF ELEMENTAL IRON"
"U-2712","A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE 750 MG OF ELEMENTAL IRON"
"U-2713","MODULATION OF 5-HYDROXYTRYPTAMINE 2 RECEPTOR ACTIVITY IN SCHIZOPHRENIA"
"U-2714","TREATMENT OF SCHIZOPHRENIA WITH IMPROVEMENT IN RESIDUAL SYMPTOMS OF SCHIZOPHRENIA"
"U-2715","TREATMENT OF SICKLE CELL DISEASE BY ADMINISTERING VOXELOTOR, AS RECITED IN CLAIM 2"
"U-2716","MAINTENANCE TREATMENT OF DELETERIOUS OR SUSPECTED DELETERIOUS GBRCA-MUTATED METASTATIC PANCREATIC ADENOCARCINOMA WHOSE DISEASE HAS NOT PROGRESSED ON AT LEAST 16 WEEKS OF A FIRST-LINE PLATINUM-BASED CHEMOTHERAPY REGIMEN"
"U-2717","ACUTE TREATMENT OF MIGRAINE WITH HEADACHE, WITH OR WITHOUT AURA IN ADULTS"
"U-2718","ACUTE TREATMENT OF MIGRAINE WITH OR WITHOUT AURA IN ADULTS"
"U-2719","TREATMENT OF RELAPSING REMITTING MULTIPLE SCLEROSIS BY DETERMINING VARICELLA ZOSTER VIRUS (VZV) STATUS AND VACCINATING PRIOR TO COMMENCING TREATMENT"
"U-2720","ANTIMYCOTIC USES, SPECIFICALLY TREATMENT OF ONYCHOMYCOSIS; TOPICAL TREATMENT OF THE TOENAIL(S) DUE TO TRICHOPHYTON RUBRUM AND TRICHOPHYTON MENTAGROPHYTES"
"U-2721","TOPICAL TREATMENT OF TINEA UNGUIUM BY USING AN APPLICATOR FOR APPLYING A SOLUTION FOR TREATING TINEA UNGUIUM TO AN AFFECTED PART OF A PATIENT"
"U-2722","METHOD OF INTRAVENOUSLY ADMINISTERING A DILUTED CYSTEINE HYDROCHLORIDE SOLUTION TO A NEONATE IN NEED THEREOF"
"U-2723","MAINTENANCE MONOTHERAPY TREATMENT OF BIPOLAR 1 DISORDER"
"U-2724","A METHOD OF ORAL DELIVERY OF TREPROSTINIL COMPRISING ADMINISTERING AN ORAL OSMOTIC PHARMACEUTICAL DOSAGE FORM"
"U-2725","A METHOD OF TREATING PULMONARY HYPERTENSION AND PULMONARY ARTERIAL HYPERTENSION BY ADMINISTERING AN ORAL OSMOTIC PHARMACEUTICAL DOSAGE FORM"
"U-2726","TREATMENT OF UNRESECTABLE OR METASTATIC GASTROINTESTINAL STROMAL TUMOR (GIST) HARBORING A PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA (PDGFRA) EXON 18 MUTATION"
"U-2727","NASAL ADMINISTRATION OF DIAZEPAM FOR TREATMENT OF INTERMITTENT, STEREOTYPIC EPISODES OF FREQUENT SEIZURE ACTIVITY IN PATIENTS 6 YEARS OF AGE AND OLDER"
"U-2728","USE OF PEMETREXED WITH PRIOR AND/OR REPEATED VITAMIN B12 AND FOLIC ACID ADMINISTRATION IN PATIENTS WITH NON-SQUAMOUS NON-SMALL CELL LUNG CANCER"
"U-2729","USE OF PEMETREXED WITH PRIOR AND/OR REPEATED VITAMIN B12 AND FOLIC ACID ADMINISTRATION IN PATIENTS WITH MESOTHELIOMA"
"U-2730","METHOD OF TREATING TYPE 2 DIABETES MELLITUS USING A PHARMACEUTICAL COMPOSITION COMPRISING EMPAGLIFLOZIN, LINAGLIPTIN AND METFORMIN"
"U-2731","METHOD OF TREATING TYPE 2 DIABETES MELLITUS IN A PATIENT WITH RENAL IMPAIRMENT (45 ML/MIN/1.73 M2<=EGFR<60 ML/MIN/1.73 M2) BY ONCE DAILY ADMINISTRATION OF 10 MG OR 25 MG OF EMPAGLIFLOZIN IN COMBINATION WITH LINAGLIPTIN AND METFORMIN"
"U-2732","METHOD OF TREATING TYPE 2 DIABETES USING A PHARMACEUTICAL COMPOSITION COMPRISING LINAGLIPTIN, METFORMIN, EMPAGLIFLOZIN AND A BASIC AMINO ACID"
"U-2733","METHOD OF TREATING A TYPE 2 DIABETES MELLITUS PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE THERAPY WITH METFORMIN USING A PHARMACEUTICAL COMPOSITION COMPRISING EMPAGLIFLOZIN, LINAGLIPTIN AND METFORMIN"
"U-2734","METHOD OF TREATMENT OF IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE INTOLERANCE TO ORAL IRON OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON, WHO HAVE NON-HEMODIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE, BY ADMINISTERING FERRIC DERISOMALTOSE"
"U-2735","MANAGEMENT OF MODERATE TO SEVERE PAIN ASSOCIATED WITH ENDOMETRIOSIS USING 150MG ELAGOLIX WHILE CO-ADMINISTERING RIFAMPIN"
"U-2736","METHOD OF TREATING EPITHELIOID SARCOMA"
"U-2737","METHOD OF TREATING EPITHELIOID SARCOMA BY INHIBITING ENHANCER OF ZESTE HOMOLOG 2 (EZH2)"
"U-2738","METHOD OF TREATING A LUNG METASTASIS OF EPITHELIOID SARCOMA"
"U-2739","INCREASING BLOOD PRESSURE WITH AN INITIAL RATE OF ABOUT 20 NG/KG/MIN ANGIOTENSIN II IN A HUMAN SUBJECT HAVING SEPTIC SHOCK, AND TITRATING THE RATE UP."
"U-2740","INCREASING BLOOD PRESSURE WITH A RATE OF ABOUT 20 NG/KG/MIN TO ABOUT 40 NG/KG/MIN ANGIOTENSIN II IN A HUMAN SUBJECT HAVING SEPTIC SHOCK"
"U-2741","TREATMENT OF CLOSTRIDIOIDES DIFFICILE-ASSOCIATED DIARRHEA (CDAD) IN PATIENTS FROM 6 MONTHS OF AGE AND OLDER"
"U-2742","TREATMENT OF SEVERE HYPOGLYCEMIA"
"U-2743","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF UNSTABLE ANGINA IN AN ADULT PATIENT WITH ESTABLISHED CARDIOVASCULAR DISEASE"
"U-2744","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF STROKE IN AN ADULT PATIENT WITH ESTABLISHED CARDIOVASCULAR DISEASE"
"U-2745","TREATMENT OF NEUROBLASTOMAS THAT HAVE A NEUROTROPHIC TYROSINE RECEPTOR KINASE (NTRK) GENE FUSION"
"U-2746","USE OF NEXLIZET AS AN ADJUNCT TO DIET AND MAXIMALLY TOLERATED STATIN THERAPY TO LOWER LDL-C IN ADULTS WITH HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA OR ESTABLISHED ATHEROSCLEROTIC CARDIOVASCULAR DISEASE"
"U-2747","USE OF NEXLETOL AS AN ADJUNCT TO DIET AND MAXIMALLY TOLERATED STATIN THERAPY TO LOWER LDL-C IN ADULTS WITH HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA OR ESTABLISHED ATHEROSCLEROTIC CARDIOVASCULAR DISEASE"
"U-2748","USE OF NEXLETOL AS AN ADJUNCT TO DIET AND MAXIMALLY TOLERATED STATIN THERAPY FOR INHIBITING CHOLESTEROL SYNTHESIS TO LOWER LDL-C IN ADULTS WITH HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA OR ESTABLISHED ATHEROSCLEROTIC CARDIOVASCULAR DISEASE"
"U-2749","USE OF NEXLIZET AS AN ADJUNCT TO DIET AND MAXIMALLY TOLERATED STATIN THERAPY FOR INHIBITING CHOLESTEROL SYNTHESIS TO LOWER LDL-C IN ADULTS WITH HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA OR ESTABLISHED ATHEROSCLEROTIC CARDIOVASCULAR DISEASE"
"U-2750","MANAGEMENT OF MODERATE-TO-SEVERE PAIN BY INTRAVENOUS INJECTION"
"U-2751","A TRANSDERMAL METHOD OF CONTRACEPTION"
"U-2752","METHOD OF USING L-CYSTEINE IN AN ADMIXTURE FOR TREATING PATIENTS NEEDING PARENTERAL NUTRITION"
"U-2753","INCREASING SURVIVAL IN METASTATIC CASTRATION-RESISTANT PROSTATE CANCER PATIENTS PREVIOUSLY TREATED WITH DOCETAXEL BY ADMINISTERING AS A 3 WEEK CYCLE CABAZITAXEL AFTER 5 MG DEXCHLORPHENIRAMINE, 8 MG DEXAMETHASONE, AND AN H2-ANTAGONIST"
"U-2754","TREATMENT OF POST-OPERATIVE NAUSEA AND VOMITING"
"U-2755","OCULAR EXAMINATION, INTRAOCULAR PRESSURE MEASUREMENT, OR REMOVAL OF FOREIGN BODIES OR SUTURES, IN ADULT AND PEDIATRIC PATIENTS REQUIRING A DISCLOSING AGENT IN COMBINATION WITH A TOPICAL OPHTHALMIC ANESTHETIC"
"U-2756","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CARDIOVASCULAR DEATH IN AN ADULT PATIENT WITH ESTABLISHED CARDIOVASCULAR DISEASE"
"U-2757","DOSING REGIMEN FOR THE TREATMENT OF SCHIZOPHRENIA IN ADULTS BY ADMINISTERING TWO LOADING DOSES OF PALIPERIDONE PALMITATE FOLLOWED BY MAINTENANCE DOSE(S)"
"U-2758","DOSING REGIMEN FOR THE TREATMENT OF SCHIZOAFFECTIVE DISORDER IN ADULTS AS A MONOTHERAPY AND AS AN ADJUNCT TO MOOD STABILIZERS OR ANTIDEPRESSANTS BY ADMINISTERING TWO LOADING DOSES OF PALIPERIDONE PALMITATE FOLLOWED BY MAINTENANCE DOSE(S)"
"U-2759","REDUCTION OF INTRAOCULAR PRESSURE (IOP) IN PATIENTS WITH OPEN ANGLE GLAUCOMA(OAG) OR OCULAR HYPERTENSION (OHT) WITH A BIODEGRADABLE BIMATOPROST IMPLANT"
"U-2760","TOPICAL TREATMENT OF ACNE VULGARIS IN PATIENTS 12 YEARS OF AGE OR OLDER"
"U-2761","INTRAVENOUS SOTALOL DOSING REGIMEN FOR ACHIEVING STEADY STATE CONCENTRATION (EXPOSURE) FASTER COMPARED TO THE CONVENTIONAL ORAL DOSING IN A FACILITY THAT CAN PROVIDE ELECTROCARDIOGRAPHIC MONITORING"
"U-2762","USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF A MAJOR CARDIOVASCULAR EVENT IN AN ADULT PATIENT WITH DIABETES MELLITUS AND TWO OR MORE ADDITIONAL RISK FACTORS FOR CARDIOVASCULAR DISEASE"
"U-2763","METHOD OF TREATING ADULTS WITH SCHIZOPHRENIA COMPRISING ADMINISTERING ASENAPINE VIA A TRANSDERMAL PATCH"
"U-2764","TREATMENT OF POST-OPERATIVE INFLAMMATION AND PAIN FOLLOWING OCULAR SURGERY"
"U-2765","TREATMENT OF HIV-1 INFECTION IN ADULTS AND PEDIATRIC PATIENTS WEIGHING AT LEAST 40 KG WHO HAVE NO PRIOR ANTIRETROVIRAL TREATMENT HISTORY OR ARE VIROLOGICALLY SUPPRESSED ON A STABLE ANTIRETROVIRAL REGIMEN FOR AT LEAST 6 MONTHS"
"U-2766","TX OF HIV1 INFECTION USING A COMPOSITION CONTAINING A PK ENHANCER THAT INHIBITS CY P450 MONOXYGENASE IN ADULTS & PEDIATRIC PATIENTS AT LEAST 40KG HAVING NO PRIOR ARV TX HISTORY OR ARE VIROLOGICALLY SUPPRESSED ON A STABLE ARV REGIMEN FOR AT LEAST 6 MO"
"U-2767","TREATMENT OF HIV-1 INFECTION USING A COMPOSITION CONTAINING A PK ENHANCER THAT INHIBITS CY P450 MONOXYGENASE IN ADULTS AND PEDIATRIC PATIENTS WEIGHING AT LEAST 40KG WHO HAVE NO PRIOR ARV TREATMENT HISTORY"
"U-2768","TREATMENT OF HIV-1 INFECTION USING A COMPOSITION CONTAINING A PK ENHANCER THAT INHIBITS CY P450 MONOXYGENASE IN ADULTS AND PEDIATRIC PATIENTS WEIGHING AT LEAST 40KG WHO ARE VIROLOGICALLY SUPPRESSED ON A STABLE ARV REGIMEN FOR AT LEAST 6 MONTHS"
"U-2769","DOSING REGIMEN FOR INTRAVENOUS SOTALOL FOR ADMINISTRATION IN A FACILITY THAT CAN PROVIDE CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING AND CARDIAC RESUSCITATION."
"U-2770","CUSHING'S DISEASE"
"U-2771","TREATMENT OF MODERATE TO SEVERE PLAQUE PSORIASIS IN PATIENTS 18 YEARS OF AGE OR OLDER"
"U-2772","MAINTENANCE TREATMENT OF CHRONIC PULMONARY DISEASE (COPD)"
"U-2774","TREATMENT OF RELAPSING FORMS OF MULTIPLE SCLEROSIS (MS), TO INCLUDE CLINICALLY ISOLATED SYNDROME, RELAPSING-REMITTING DISEASE, AND ACTIVE SECONDARY PROGRESSIVE DISEASE, IN ADULTS"
"U-2775","TREATMENT OF A TYPE 2 DIABETES MELLITUS PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE METFORMIN THERAPY USING A COMPOSITION COMPRISING AN EXTENDED RELEASE CORE COMPRISING METFORMIN AND AN OUTER COATING COMPRISING EMPAGLIFLOZIN"
"U-2776","TREATMENT OF A TYPE 2 DIABETES MELLITUS PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE METFORMIN THERAPY USING A COMPOSITION COMPRISING AN EXTENDED RELEASE CORE COMPRISING METFORMIN AND AN OUTER COATING COMPRISING EMPAGLIFLOZIN AND LINAGLIPTIN"
"U-2777","TREATMENT OF CYSTIC FIBROSIS IN PATIENTS 6 YEARS AND OLDER WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING A PHARMACEUTICAL COMPOSITION ACCORDING TO CLAIM 2 OF U.S. PATENT NO. 10,597,384, FURTHER COMPRISING IVACAFTOR"
"U-2778","TREATMENT OF CYSTIC FIBROSIS IN PATIENTS 2 TO 5 YEARS OLD WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING A PHARMACEUTICAL COMPOSITION ACCORDING TO CLAIM 2 OF U.S. PATENT NO. 10,597,384, FURTHER COMPRISING IVACAFTOR"
"U-2779","TREATMENT OF SPASTICITY"
"U-2780","USE FOR THE TREATMENT OF SEIZURES IN PATIENTS WITH LENNOX-GASTAUT SYNDROME"
"U-2781","USE FOR THE TREATMENT OF SEIZURES IN PATIENTS WITH DRAVET SYNDROME"
"U-2782","USE FOR REDUCING CONVULSIVE SEIZURE FREQUENCY IN PATIENTS WITH LENNOX GASTAUT SYNDROME"
"U-2783","USE FOR REDUCING CONVULSIVE SEIZURE FREQUENCY IN PATIENTS WITH DRAVET SYNDROME"
"U-2784","A METHOD OF TREATING A CANCER CHARACTERIZED BY AN IDH1 MUTATION WHERE THE CANCER IS RELAPSED OR REFRACTORY ACUTE MYELOID LEUKEMIA (AML) AND WHERE THE MUTANT IDH1 HAS THE ABILITY TO CONVERT ALPHA-KETOGLUTARATE INTO 2-HYDROXYGLUTARATE (2-HG)"
"U-2785","A METHOD OF TREATING A CANCER CHARACTERIZED BY AN IDH1 MUTATION WHERE THE CANCER IS NEWLY DIAGNOSED ACUTE MYELOID LEUKEMIA (AML) AND WHERE THE MUTANT IDH1 HAS THE ABILITY TO CONVERT ALPHA-KETOGLUTARATE INTO 2-HYDROXYGLUTARATE (2-HG)"
